time,person,x_pos,y_pos
0,0,16.35598425879867,4.89489975512673
0,1,13.507841127141235,3.7497711726188228
0,2,0.16934177955401364,4.841150079940106
0,3,24.76272855854018,4.223646909031766
0,4,19.42902464755713,4.571299116739409
0,5,22.263368616964645,4.341637310952855
0,6,10.086544744198655,4.347233062849282
0,7,17.251935642025572,4.496534712495075
0,8,5.6132529547573276,4.760754720542922
0,9,0.9985839487354653,4.294820094393829
0,10,6.970728554317188,3.565971297781698
0,11,24.889224617581057,3.546297044255797
0,12,6.489409370852378,3.430377653959798
0,13,15.96628230424328,4.360298922797986
0,14,1.5857435789292467,3.537779951459794
0,15,19.470654212110148,4.73894987548992
0,16,8.691039506698356,4.434115546378324
0,17,13.858430857355502,3.0694604820874707
0,18,0.032064465488457206,4.258916444722366
0,19,22.159218337359317,4.427448662251031
0,20,14.149703418284831,4.9001064893890085
0,21,1.8194847845461686,3.2413418047937634
0,22,10.067852447061753,3.0554112063669923
0,23,13.3998613349675,4.043721511774528
0,24,11.33483183286687,4.883850368796288
0,25,16.702563901129793,4.54446906423609
0,26,16.565935143340106,4.465301327477453
0,27,24.872354847190596,4.70745379434328
0,28,5.905368764233504,4.1344610815977845
0,29,15.010062886040968,4.721167220767471
0,30,18.7449846104743,3.5726540480865907
0,31,22.521215667859313,4.044646850382678
0,32,10.630719551404615,4.840606147261132
0,33,8.514405402170283,4.406101109586784
0,34,21.847143662238985,4.738469210599982
0,35,0.07660692324151785,4.185069855731484
0,36,6.6338251616849755,4.004704095117254
0,37,13.358143955966737,3.7223061971827924
0,38,13.357494219892903,3.7225194642073776
0,39,13.358217443274278,3.7216604212341085
0,40,13.358153546604285,3.7225883284067613
0,41,15.32598062706389,4.749552042305521
0,42,15.32584489653954,4.749680354614328
0,43,15.325320788686769,4.749556608526953
0,44,11.688584692063587,4.952650002484845
0,45,11.688608542240905,4.952921771697597
0,46,24.288463615988103,4.963280942304255
0,47,24.288416589703587,4.9628938305530985
0,48,24.28824219632052,4.962970220850859
0,49,21.76057618576319,3.2799072698796627
1,0,16.32913324512204,4.950661555897745
1,1,13.572839182908185,3.7502739116331476
1,2,0.13604620108210763,4.884290532053998
1,3,24.727320090689684,4.17107295545665
1,4,19.38923526789088,4.519900621958191
1,5,22.25824848184429,4.307200125054526
1,6,10.024134167454115,4.329069365251771
1,7,17.283838959624983,4.480543815242902
1,8,5.554237300028513,4.774061946987172
1,9,0.9899386406659154,4.294843062941127
1,10,6.951890698024606,3.518757900602346
1,11,24.84827480802832,3.5004889754617285
1,12,6.43871819819524,3.3896909852015393
1,13,15.939644101788012,4.3031327338088685
1,14,1.5450351964590505,3.5452103740131617
1,15,19.444069227226343,4.788501604811466
1,16,8.693415765575645,4.435194001134903
1,17,13.871792927728883,3.005848729436433
1,18,-0.029925890890496624,4.278466271218023
1,19,22.097596875371696,4.448131878212484
1,20,14.100548287986653,4.926776489122523
1,21,1.8182705817165254,3.1962260019179416
1,22,10.016662923943526,3.0370818064177136
1,23,13.388796226722217,4.107772767652303
1,24,11.27060369968469,4.8738630314167795
1,25,16.74919777298569,4.5465336719050775
1,26,16.530859741376,4.410577327467801
1,27,24.89248667261404,4.708589716986704
1,28,5.841826146844329,4.120774015610769
1,29,14.945272709105549,4.71594869868963
1,30,18.710702028028077,3.5452123236130415
1,31,22.52624946219172,3.9818890931787676
1,32,10.56579556528093,4.8437487617477375
1,33,8.450191172692698,4.396024764386263
1,34,21.787526145885327,4.764368085938911
1,35,0.08113137136880588,4.120227513322041
1,36,6.598760270701735,4.029843833040957
1,37,13.328321208000943,3.664551511625959
1,38,13.292675096114145,3.7273652038365923
1,39,13.348936662010528,3.6573263936970855
1,40,13.342080177765869,3.7855696495598163
1,41,15.386656000938357,4.726238977187577
1,42,15.331466960423214,4.814436762773582
1,43,15.2604282457033,4.74582058589068
1,44,11.67595197947981,4.888889398874342
1,45,11.688495040127313,5.0179216725996
1,46,24.28132320446375,5.027887555922853
1,47,24.281589740196473,4.898253331438323
1,48,24.22350550449093,4.957125502640338
1,49,21.705497935598114,3.2453908048411706
2,0,16.346607620780397,4.966025041545196
2,1,13.61244497355707,3.7485600422886107
2,2,0.12187110851466426,4.918116800445247
2,3,24.71444814007585,4.121361960718024
2,4,19.39104569939034,4.456820853125381
2,5,22.241990622143128,4.291425090416812
2,6,9.979808601979098,4.281527339155695
2,7,17.341976672810084,4.45147482307587
2,8,5.501581985190815,4.783415537649202
2,9,0.9940923023666222,4.312863240231991
2,10,6.941710022077378,3.467964332220893
2,11,24.813563894267304,3.4455330616227684
2,12,6.388334316933091,3.3486243989182647
2,13,15.92329818299795,4.240221598555173
2,14,1.5305832212151187,3.5203596176780656
2,15,19.427517117498823,4.819096241084353
2,16,8.666138285378182,4.400581559879482
2,17,13.899032251844872,2.9468316198689175
2,18,-0.07326300464059603,4.277035452532598
2,19,22.052725110143665,4.413967064519215
2,20,14.076029791083485,4.986974855459238
2,21,1.8327665673573783,3.1529765270897774
2,22,9.971211514161206,3.0049418731948068
2,23,13.419559866109788,4.157126818683512
2,24,11.238334203406026,4.862184888371579
2,25,16.801971216601086,4.541951871365633
2,26,16.547907073895338,4.375798054722284
2,27,24.90354324184535,4.700459269610231
2,28,5.7853154691240185,4.08865636775805
2,29,14.911149302548827,4.660626071086048
2,30,18.67545486987666,3.4909174121046718
2,31,22.521623813438495,3.91705389152402
2,32,10.509050775929634,4.875450952231632
2,33,8.402439491637779,4.37212709299349
2,34,21.743931321235912,4.812581064106485
2,35,0.08247458874250337,4.055241393518755
2,36,6.567806323609727,4.04262380823798
2,37,13.280500438093219,3.620526814404598
2,38,13.278666538220913,3.7272804738892518
2,39,13.413255199426672,3.6479388623576954
2,40,13.284814366464037,3.7682222275021653
2,41,15.428640159537265,4.690175236918569
2,42,15.318791616103672,4.877280190836421
2,43,15.281712151149264,4.769745610038766
2,44,11.64030904408189,4.834533339817235
2,45,11.675467707502301,5.070930260405441
2,46,24.267757102346454,5.0714618044286714
2,47,24.27705575525043,4.88136948492019
2,48,24.171108456668094,4.947483654686739
2,49,21.658101507977154,3.2009095880325993
3,0,16.38671090360554,4.9644884414963135
3,1,13.642773051835723,3.8060509778169522
3,2,0.11929458623283669,4.940360644280541
3,3,24.706238790970822,4.089038375769843
3,4,19.399481710891248,4.392370611000493
3,5,22.25865863238664,4.253301730977914
3,6,9.958124607070472,4.237505049537187
3,7,17.397347981567304,4.417430467207202
3,8,5.4554529438434685,4.780783600987391
3,9,1.005857136165712,4.3170464654448
3,10,6.929118486951919,3.41107608039606
3,11,24.782584067900547,3.3883906924184237
3,12,6.344551398621792,3.300582166828715
3,13,15.932366290764808,4.17585724956034
3,14,1.5299364593625115,3.49626896452185
3,15,19.419090885744275,4.836453745874062
3,16,8.680757202795249,4.356251577495124
3,17,13.927869717296687,2.8885787179127456
3,18,-0.09689290102335807,4.265759841444287
3,19,21.993367381899684,4.3874781970894094
3,20,14.06434321406449,5.034500025773078
3,21,1.862457227864515,3.1012142320624423
3,22,9.922045703718537,2.96242454633251
3,23,13.445054893702777,4.181487564591895
3,24,11.208209101272486,4.84770230104876
3,25,16.857782103063546,4.528117631431927
3,26,16.587518867752852,4.324262573863074
3,27,24.926087290161558,4.688061042136552
3,28,5.737409915765572,4.056887529220382
3,29,14.947160870370785,4.6329775832224165
3,30,18.655644275553794,3.4290098975965377
3,31,22.51593108552621,3.8523036571698754
3,32,10.45558578319415,4.894063545020813
3,33,8.33807651544294,4.363049246589041
3,34,21.709236268147546,4.844217081938745
3,35,0.08324295824555673,3.9928047596154705
3,36,6.540199406799225,4.044928535243801
3,37,13.280919685791353,3.5555281664850633
3,38,13.289192660167434,3.710821940835848
3,39,13.419724990242287,3.5832616499347547
3,40,13.24054204600383,3.815813840640079
3,41,15.474849664199496,4.669594763309803
3,42,15.322796966396487,4.942156667074206
3,43,15.298485927829187,4.769526421663723
3,44,11.60959281628285,4.77724884497092
3,45,11.6559731571723,5.107507075262546
3,46,24.27099256713498,5.090719037466329
3,47,24.276301501395743,4.8335306381864385
3,48,24.112081419150808,4.969228509563433
3,49,21.623920674691796,3.145622422831999
4,0,16.424566271039964,4.960790659043925
4,1,13.707716574775647,3.8087600049765613
4,2,0.12590196682617313,4.952145502814736
4,3,24.722695779574288,4.050474172246914
